,index,image_path,steering,throttle
1428,1428,learning_images//1428.jpeg,-0.0754717,1.0
1429,1429,learning_images//1429.jpeg,-0.0754717,1.0
1430,1430,learning_images//1430.jpeg,-0.0754717,1.0
1431,1431,learning_images//1431.jpeg,-0.0754717,1.0
1432,1432,learning_images//1432.jpeg,-0.0754717,1.0
1433,1433,learning_images//1433.jpeg,-0.0754717,1.0
1434,1434,learning_images//1434.jpeg,-0.06603774,1.0
1435,1435,learning_images//1435.jpeg,-0.06603774,1.0
1436,1436,learning_images//1436.jpeg,-0.06603774,1.0
1437,1437,learning_images//1437.jpeg,-0.06603774,1.0
1438,1438,learning_images//1438.jpeg,-0.06603774,1.0
1439,1439,learning_images//1439.jpeg,-0.06603774,1.0
1440,1440,learning_images//1440.jpeg,-0.06603774,1.0
1441,1441,learning_images//1441.jpeg,-0.06603774,1.0
1442,1442,learning_images//1442.jpeg,-0.06603774,1.0
1443,1443,learning_images//1443.jpeg,-0.06603774,1.0
1444,1444,learning_images//1444.jpeg,-0.06603774,1.0
1445,1445,learning_images//1445.jpeg,-0.06603774,1.0
1446,1446,learning_images//1446.jpeg,-0.06603774,1.0
1447,1447,learning_images//1447.jpeg,-0.06603774,1.0
1448,1448,learning_images//1448.jpeg,-0.06603774,1.0
1449,1449,learning_images//1449.jpeg,-0.06603774,1.0
1450,1450,learning_images//1450.jpeg,-0.05660377,1.0
1451,1451,learning_images//1451.jpeg,-0.05660377,1.0
1452,1452,learning_images//1452.jpeg,-0.05660377,1.0
1453,1453,learning_images//1453.jpeg,0.0,1.0
1454,1454,learning_images//1454.jpeg,0.01886792,1.0
1455,1455,learning_images//1455.jpeg,0.04716982,1.0
1456,1456,learning_images//1456.jpeg,0.04716982,1.0
1457,1457,learning_images//1457.jpeg,0.04716982,1.0
1458,1458,learning_images//1458.jpeg,0.04716982,1.0
1459,1459,learning_images//1459.jpeg,0.04716982,1.0
1460,1460,learning_images//1460.jpeg,0.04716982,1.0
1461,1461,learning_images//1461.jpeg,0.03773585,1.0
1462,1462,learning_images//1462.jpeg,0.02830189,1.0
1463,1463,learning_images//1463.jpeg,0.01886792,1.0
1464,1464,learning_images//1464.jpeg,0.009433962,1.0
1465,1465,learning_images//1465.jpeg,0.009433962,1.0
1466,1466,learning_images//1466.jpeg,0.009433962,1.0
1467,1467,learning_images//1467.jpeg,0.009433962,1.0
1468,1468,learning_images//1468.jpeg,0.009433962,1.0
1469,1469,learning_images//1469.jpeg,0.009433962,1.0
1470,1470,learning_images//1470.jpeg,0.009433962,1.0
1471,1471,learning_images//1471.jpeg,0.009433962,1.0
1472,1472,learning_images//1472.jpeg,0.009433962,1.0
1473,1473,learning_images//1473.jpeg,0.009433962,1.0
1474,1474,learning_images//1474.jpeg,0.009433962,1.0
1475,1475,learning_images//1475.jpeg,0.009433962,1.0
1476,1476,learning_images//1476.jpeg,0.009433962,1.0
1477,1477,learning_images//1477.jpeg,0.009433962,1.0
1478,1478,learning_images//1478.jpeg,0.009433962,1.0
1479,1479,learning_images//1479.jpeg,0.009433962,1.0
1480,1480,learning_images//1480.jpeg,0.009433962,1.0
1481,1481,learning_images//1481.jpeg,0.009433962,1.0
1482,1482,learning_images//1482.jpeg,0.009433962,1.0
1483,1483,learning_images//1483.jpeg,0.009433962,1.0
1484,1484,learning_images//1484.jpeg,-0.09433963,1.0
1485,1485,learning_images//1485.jpeg,-0.1226415,1.0
1486,1486,learning_images//1486.jpeg,-0.1226415,1.0
1487,1487,learning_images//1487.jpeg,-0.1226415,1.0
1488,1488,learning_images//1488.jpeg,-0.1226415,1.0
1489,1489,learning_images//1489.jpeg,-0.1226415,1.0
1490,1490,learning_images//1490.jpeg,-0.1226415,1.0
1491,1491,learning_images//1491.jpeg,-0.1226415,1.0
1492,1492,learning_images//1492.jpeg,-0.1226415,1.0
1493,1493,learning_images//1493.jpeg,-0.1226415,1.0
1494,1494,learning_images//1494.jpeg,-0.1226415,1.0
1495,1495,learning_images//1495.jpeg,-0.1226415,1.0
1496,1496,learning_images//1496.jpeg,-0.1226415,1.0
1497,1497,learning_images//1497.jpeg,-0.1226415,1.0
1498,1498,learning_images//1498.jpeg,-0.1226415,1.0
1499,1499,learning_images//1499.jpeg,0.009433962,1.0
1500,1500,learning_images//1500.jpeg,0.1792453,1.0
1501,1501,learning_images//1501.jpeg,0.1792453,1.0
1502,1502,learning_images//1502.jpeg,0.1792453,1.0
1503,1503,learning_images//1503.jpeg,0.06603774,1.0
1504,1504,learning_images//1504.jpeg,0.01886792,1.0
1505,1505,learning_images//1505.jpeg,-0.02830189,1.0
1506,1506,learning_images//1506.jpeg,-0.02830189,1.0
1507,1507,learning_images//1507.jpeg,-0.02830189,1.0
1508,1508,learning_images//1508.jpeg,-0.02830189,1.0
1509,1509,learning_images//1509.jpeg,-0.01886792,1.0
1510,1510,learning_images//1510.jpeg,0.0,1.0
1511,1511,learning_images//1511.jpeg,0.0,1.0
1512,1512,learning_images//1512.jpeg,0.0,1.0
1513,1513,learning_images//1513.jpeg,-0.009433962,1.0
1514,1514,learning_images//1514.jpeg,0.0,1.0
1515,1515,learning_images//1515.jpeg,0.0,1.0
1516,1516,learning_images//1516.jpeg,0.0,1.0
1517,1517,learning_images//1517.jpeg,0.0,1.0
1518,1518,learning_images//1518.jpeg,-0.08490566,1.0
1519,1519,learning_images//1519.jpeg,-0.09433963,1.0
1520,1520,learning_images//1520.jpeg,-0.09433963,1.0
1521,1521,learning_images//1521.jpeg,-0.09433963,1.0
1522,1522,learning_images//1522.jpeg,-0.05660377,1.0
1523,1523,learning_images//1523.jpeg,-0.02830189,1.0
1524,1524,learning_images//1524.jpeg,-0.02830189,1.0
1525,1525,learning_images//1525.jpeg,-0.02830189,1.0
1526,1526,learning_images//1526.jpeg,-0.02830189,1.0
1527,1527,learning_images//1527.jpeg,-0.01886792,1.0
1528,1528,learning_images//1528.jpeg,-0.01886792,1.0
1529,1529,learning_images//1529.jpeg,0.0,1.0
1530,1530,learning_images//1530.jpeg,0.009433962,1.0
1531,1531,learning_images//1531.jpeg,0.01886792,1.0
1532,1532,learning_images//1532.jpeg,0.01886792,1.0
1533,1533,learning_images//1533.jpeg,0.01886792,1.0
1534,1534,learning_images//1534.jpeg,0.01886792,1.0
1535,1535,learning_images//1535.jpeg,0.009433962,1.0
1536,1536,learning_images//1536.jpeg,-0.009433962,1.0
1537,1537,learning_images//1537.jpeg,-0.01886792,1.0
1538,1538,learning_images//1538.jpeg,-0.04716982,1.0
1539,1539,learning_images//1539.jpeg,-0.04716982,1.0
1540,1540,learning_images//1540.jpeg,-0.05660377,1.0
1541,1541,learning_images//1541.jpeg,-0.06603774,1.0
1542,1542,learning_images//1542.jpeg,-0.0754717,1.0
1543,1543,learning_images//1543.jpeg,-0.0754717,1.0
1544,1544,learning_images//1544.jpeg,-0.0754717,1.0
1545,1545,learning_images//1545.jpeg,-0.06603774,1.0
1546,1546,learning_images//1546.jpeg,0.0,1.0
1547,1547,learning_images//1547.jpeg,0.0,1.0
1548,1548,learning_images//1548.jpeg,-0.02830189,1.0
1549,1549,learning_images//1549.jpeg,-0.02830189,1.0
1550,1550,learning_images//1550.jpeg,-0.02830189,1.0
1551,1551,learning_images//1551.jpeg,-0.01886792,1.0
1552,1552,learning_images//1552.jpeg,0.0,1.0
1553,1553,learning_images//1553.jpeg,0.0,1.0
1554,1554,learning_images//1554.jpeg,0.0,1.0
1555,1555,learning_images//1555.jpeg,0.01886792,1.0
1556,1556,learning_images//1556.jpeg,0.02830189,1.0
1557,1557,learning_images//1557.jpeg,0.02830189,1.0
1558,1558,learning_images//1558.jpeg,0.06603774,1.0
1559,1559,learning_images//1559.jpeg,0.06603774,1.0
1560,1560,learning_images//1560.jpeg,0.06603774,1.0
1561,1561,learning_images//1561.jpeg,0.06603774,1.0
1562,1562,learning_images//1562.jpeg,0.06603774,1.0
1563,1563,learning_images//1563.jpeg,0.06603774,1.0
1564,1564,learning_images//1564.jpeg,0.06603774,1.0
1565,1565,learning_images//1565.jpeg,0.06603774,1.0
1566,1566,learning_images//1566.jpeg,0.06603774,1.0
1567,1567,learning_images//1567.jpeg,0.06603774,1.0
1568,1568,learning_images//1568.jpeg,0.04716982,1.0
1569,1569,learning_images//1569.jpeg,0.009433962,1.0
1570,1570,learning_images//1570.jpeg,0.0,1.0
1571,1571,learning_images//1571.jpeg,-0.009433962,1.0
1572,1572,learning_images//1572.jpeg,-0.03773585,1.0
1573,1573,learning_images//1573.jpeg,-0.05660377,1.0
1574,1574,learning_images//1574.jpeg,-0.06603774,1.0
1575,1575,learning_images//1575.jpeg,-0.06603774,1.0
1576,1576,learning_images//1576.jpeg,-0.06603774,1.0
1577,1577,learning_images//1577.jpeg,-0.05660377,1.0
1578,1578,learning_images//1578.jpeg,-0.03773585,1.0
1579,1579,learning_images//1579.jpeg,-0.03773585,1.0
1580,1580,learning_images//1580.jpeg,-0.01886792,1.0
1581,1581,learning_images//1581.jpeg,0.0,1.0
1582,1582,learning_images//1582.jpeg,0.0,1.0
1583,1583,learning_images//1583.jpeg,0.0,1.0
1584,1584,learning_images//1584.jpeg,0.0,1.0
1585,1585,learning_images//1585.jpeg,0.0,1.0
1586,1586,learning_images//1586.jpeg,-0.03773585,1.0
1587,1587,learning_images//1587.jpeg,-0.04716982,1.0
1588,1588,learning_images//1588.jpeg,-0.04716982,1.0
1589,1589,learning_images//1589.jpeg,-0.04716982,1.0
1590,1590,learning_images//1590.jpeg,-0.04716982,1.0
1591,1591,learning_images//1591.jpeg,-0.04716982,1.0
1592,1592,learning_images//1592.jpeg,-0.04716982,1.0
1593,1593,learning_images//1593.jpeg,-0.04716982,1.0
1594,1594,learning_images//1594.jpeg,-0.05660377,1.0
1595,1595,learning_images//1595.jpeg,-0.05660377,1.0
1596,1596,learning_images//1596.jpeg,-0.05660377,1.0
1597,1597,learning_images//1597.jpeg,-0.05660377,1.0
1598,1598,learning_images//1598.jpeg,-0.05660377,1.0
1599,1599,learning_images//1599.jpeg,-0.05660377,1.0
1600,1600,learning_images//1600.jpeg,-0.05660377,1.0
1601,1601,learning_images//1601.jpeg,-0.05660377,1.0
1602,1602,learning_images//1602.jpeg,-0.05660377,1.0
1603,1603,learning_images//1603.jpeg,-0.03773585,1.0
1604,1604,learning_images//1604.jpeg,0.009433962,1.0
1605,1605,learning_images//1605.jpeg,0.01886792,1.0
1606,1606,learning_images//1606.jpeg,0.01886792,1.0
1607,1607,learning_images//1607.jpeg,0.01886792,1.0
1608,1608,learning_images//1608.jpeg,0.01886792,1.0
1609,1609,learning_images//1609.jpeg,0.01886792,1.0
1610,1610,learning_images//1610.jpeg,0.01886792,1.0
1611,1611,learning_images//1611.jpeg,-0.05660377,1.0
1612,1612,learning_images//1612.jpeg,-0.05660377,1.0
1613,1613,learning_images//1613.jpeg,-0.05660377,1.0
1614,1614,learning_images//1614.jpeg,-0.05660377,1.0
1615,1615,learning_images//1615.jpeg,-0.05660377,1.0
1616,1616,learning_images//1616.jpeg,-0.03773585,1.0
1617,1617,learning_images//1617.jpeg,-0.02830189,1.0
1618,1618,learning_images//1618.jpeg,0.0,1.0
1619,1619,learning_images//1619.jpeg,0.0,1.0
1620,1620,learning_images//1620.jpeg,0.0,1.0
1621,1621,learning_images//1621.jpeg,0.0,1.0
1622,1622,learning_images//1622.jpeg,0.0,1.0
1623,1623,learning_images//1623.jpeg,0.0,1.0
1624,1624,learning_images//1624.jpeg,0.0,1.0
1625,1625,learning_images//1625.jpeg,0.0,1.0
1626,1626,learning_images//1626.jpeg,0.0,1.0
1627,1627,learning_images//1627.jpeg,0.0,1.0
1628,1628,learning_images//1628.jpeg,0.0,1.0
1629,1629,learning_images//1629.jpeg,0.0,1.0
1630,1630,learning_images//1630.jpeg,0.0,1.0
1631,1631,learning_images//1631.jpeg,-0.009433962,1.0
1632,1632,learning_images//1632.jpeg,-0.009433962,1.0
1633,1633,learning_images//1633.jpeg,-0.009433962,1.0
1634,1634,learning_images//1634.jpeg,-0.009433962,1.0
1635,1635,learning_images//1635.jpeg,-0.009433962,1.0
1636,1636,learning_images//1636.jpeg,-0.009433962,1.0
1637,1637,learning_images//1637.jpeg,-0.009433962,1.0
1638,1638,learning_images//1638.jpeg,-0.009433962,1.0
1639,1639,learning_images//1639.jpeg,-0.009433962,1.0
1640,1640,learning_images//1640.jpeg,-0.009433962,1.0
1641,1641,learning_images//1641.jpeg,-0.009433962,1.0
1642,1642,learning_images//1642.jpeg,-0.009433962,1.0
1643,1643,learning_images//1643.jpeg,-0.009433962,1.0
1644,1644,learning_images//1644.jpeg,-0.009433962,1.0
1645,1645,learning_images//1645.jpeg,-0.009433962,1.0
1646,1646,learning_images//1646.jpeg,-0.009433962,1.0
1647,1647,learning_images//1647.jpeg,-0.009433962,1.0
1648,1648,learning_images//1648.jpeg,-0.009433962,1.0
1649,1649,learning_images//1649.jpeg,-0.009433962,1.0
1650,1650,learning_images//1650.jpeg,-0.009433962,1.0
1651,1651,learning_images//1651.jpeg,-0.009433962,1.0
1652,1652,learning_images//1652.jpeg,-0.009433962,1.0
1653,1653,learning_images//1653.jpeg,-0.009433962,1.0
1654,1654,learning_images//1654.jpeg,-0.009433962,1.0
1655,1655,learning_images//1655.jpeg,-0.009433962,1.0
1656,1656,learning_images//1656.jpeg,-0.009433962,1.0
1657,1657,learning_images//1657.jpeg,-0.009433962,1.0
1658,1658,learning_images//1658.jpeg,-0.009433962,1.0
1659,1659,learning_images//1659.jpeg,-0.009433962,1.0
1660,1660,learning_images//1660.jpeg,-0.009433962,1.0
1661,1661,learning_images//1661.jpeg,-0.009433962,1.0
1662,1662,learning_images//1662.jpeg,-0.009433962,1.0
1663,1663,learning_images//1663.jpeg,-0.009433962,1.0
1664,1664,learning_images//1664.jpeg,-0.009433962,1.0
1665,1665,learning_images//1665.jpeg,-0.009433962,1.0
1666,1666,learning_images//1666.jpeg,-0.009433962,1.0
1667,1667,learning_images//1667.jpeg,-0.009433962,1.0
1668,1668,learning_images//1668.jpeg,-0.009433962,1.0
1669,1669,learning_images//1669.jpeg,-0.02830189,1.0
1670,1670,learning_images//1670.jpeg,-0.04716982,1.0
1671,1671,learning_images//1671.jpeg,-0.04716982,1.0
1672,1672,learning_images//1672.jpeg,-0.04716982,1.0
1673,1673,learning_images//1673.jpeg,-0.04716982,1.0
1674,1674,learning_images//1674.jpeg,-0.02830189,1.0
1675,1675,learning_images//1675.jpeg,-0.02830189,1.0
1676,1676,learning_images//1676.jpeg,-0.02830189,1.0
1677,1677,learning_images//1677.jpeg,-0.02830189,1.0
1678,1678,learning_images//1678.jpeg,-0.02830189,1.0
1679,1679,learning_images//1679.jpeg,-0.02830189,1.0
1680,1680,learning_images//1680.jpeg,-0.02830189,1.0
1681,1681,learning_images//1681.jpeg,-0.02830189,1.0
1682,1682,learning_images//1682.jpeg,-0.02830189,1.0
1683,1683,learning_images//1683.jpeg,-0.02830189,1.0
1684,1684,learning_images//1684.jpeg,-0.02830189,1.0
1685,1685,learning_images//1685.jpeg,-0.02830189,1.0
1686,1686,learning_images//1686.jpeg,-0.02830189,1.0
1687,1687,learning_images//1687.jpeg,-0.02830189,1.0
1688,1688,learning_images//1688.jpeg,-0.02830189,1.0
1689,1689,learning_images//1689.jpeg,-0.02830189,1.0
1690,1690,learning_images//1690.jpeg,-0.02830189,1.0
1691,1691,learning_images//1691.jpeg,-0.02830189,1.0
1692,1692,learning_images//1692.jpeg,-0.02830189,1.0
1693,1693,learning_images//1693.jpeg,-0.02830189,1.0
1694,1694,learning_images//1694.jpeg,-0.02830189,1.0
1695,1695,learning_images//1695.jpeg,-0.02830189,1.0
1696,1696,learning_images//1696.jpeg,-0.02830189,1.0
1697,1697,learning_images//1697.jpeg,-0.02830189,1.0
1698,1698,learning_images//1698.jpeg,-0.02830189,1.0
1699,1699,learning_images//1699.jpeg,-0.02830189,1.0
1700,1700,learning_images//1700.jpeg,-0.02830189,1.0
1701,1701,learning_images//1701.jpeg,-0.02830189,1.0
1702,1702,learning_images//1702.jpeg,0.009433962,1.0
1703,1703,learning_images//1703.jpeg,0.02830189,1.0
1704,1704,learning_images//1704.jpeg,0.02830189,1.0
1705,1705,learning_images//1705.jpeg,0.02830189,1.0
1706,1706,learning_images//1706.jpeg,0.02830189,1.0
1707,1707,learning_images//1707.jpeg,0.02830189,1.0
1708,1708,learning_images//1708.jpeg,0.0,1.0
1709,1709,learning_images//1709.jpeg,-0.01886792,1.0
1710,1710,learning_images//1710.jpeg,-0.03773585,1.0
1711,1711,learning_images//1711.jpeg,-0.03773585,1.0
1712,1712,learning_images//1712.jpeg,-0.03773585,1.0
1713,1713,learning_images//1713.jpeg,-0.03773585,1.0
1714,1714,learning_images//1714.jpeg,-0.03773585,1.0
1715,1715,learning_images//1715.jpeg,-0.03773585,1.0
1716,1716,learning_images//1716.jpeg,-0.02830189,1.0
1717,1717,learning_images//1717.jpeg,0.009433962,1.0
1718,1718,learning_images//1718.jpeg,0.01886792,1.0
1719,1719,learning_images//1719.jpeg,0.01886792,1.0
1720,1720,learning_images//1720.jpeg,0.01886792,1.0
1721,1721,learning_images//1721.jpeg,0.01886792,1.0
1722,1722,learning_images//1722.jpeg,0.01886792,1.0
1723,1723,learning_images//1723.jpeg,0.01886792,1.0
1724,1724,learning_images//1724.jpeg,0.01886792,1.0
1725,1725,learning_images//1725.jpeg,0.01886792,1.0
1726,1726,learning_images//1726.jpeg,-0.009433962,1.0
1727,1727,learning_images//1727.jpeg,-0.009433962,1.0
1728,1728,learning_images//1728.jpeg,-0.009433962,1.0
1729,1729,learning_images//1729.jpeg,-0.009433962,1.0
1730,1730,learning_images//1730.jpeg,-0.01886792,1.0
1731,1731,learning_images//1731.jpeg,-0.01886792,1.0
1732,1732,learning_images//1732.jpeg,-0.02830189,1.0
1733,1733,learning_images//1733.jpeg,-0.02830189,1.0
1734,1734,learning_images//1734.jpeg,-0.02830189,1.0
1735,1735,learning_images//1735.jpeg,-0.02830189,1.0
1736,1736,learning_images//1736.jpeg,-0.02830189,1.0
1737,1737,learning_images//1737.jpeg,-0.05660377,1.0
1738,1738,learning_images//1738.jpeg,-0.0754717,1.0
1739,1739,learning_images//1739.jpeg,-0.0754717,1.0
1740,1740,learning_images//1740.jpeg,-0.0754717,1.0
1741,1741,learning_images//1741.jpeg,-0.0754717,1.0
1742,1742,learning_images//1742.jpeg,-0.0754717,1.0
1743,1743,learning_images//1743.jpeg,-0.0754717,1.0
1744,1744,learning_images//1744.jpeg,-0.0754717,1.0
1745,1745,learning_images//1745.jpeg,-0.0754717,1.0
1746,1746,learning_images//1746.jpeg,-0.0754717,1.0
1747,1747,learning_images//1747.jpeg,-0.0754717,1.0
1748,1748,learning_images//1748.jpeg,-0.0754717,1.0
1749,1749,learning_images//1749.jpeg,-0.0754717,1.0
1750,1750,learning_images//1750.jpeg,-0.0754717,1.0
1751,1751,learning_images//1751.jpeg,-0.0754717,1.0
1752,1752,learning_images//1752.jpeg,-0.01886792,1.0
1753,1753,learning_images//1753.jpeg,-0.01886792,1.0
1754,1754,learning_images//1754.jpeg,-0.01886792,1.0
1755,1755,learning_images//1755.jpeg,-0.01886792,1.0
1756,1756,learning_images//1756.jpeg,-0.04716982,1.0
1757,1757,learning_images//1757.jpeg,-0.06603774,1.0
1758,1758,learning_images//1758.jpeg,-0.06603774,1.0
1759,1759,learning_images//1759.jpeg,-0.06603774,1.0
1760,1760,learning_images//1760.jpeg,-0.06603774,1.0
1761,1761,learning_images//1761.jpeg,-0.06603774,1.0
1762,1762,learning_images//1762.jpeg,-0.06603774,1.0
1763,1763,learning_images//1763.jpeg,-0.06603774,1.0
1764,1764,learning_images//1764.jpeg,-0.03773585,1.0
1765,1765,learning_images//1765.jpeg,-0.009433962,1.0
1766,1766,learning_images//1766.jpeg,-0.009433962,1.0
1767,1767,learning_images//1767.jpeg,-0.009433962,1.0
1768,1768,learning_images//1768.jpeg,-0.009433962,1.0
1769,1769,learning_images//1769.jpeg,-0.009433962,1.0
1770,1770,learning_images//1770.jpeg,-0.01886792,1.0
1771,1771,learning_images//1771.jpeg,-0.01886792,1.0
1772,1772,learning_images//1772.jpeg,-0.01886792,1.0
1773,1773,learning_images//1773.jpeg,-0.02830189,1.0
1774,1774,learning_images//1774.jpeg,-0.04716982,1.0
1775,1775,learning_images//1775.jpeg,-0.04716982,1.0
1776,1776,learning_images//1776.jpeg,-0.04716982,1.0
1777,1777,learning_images//1777.jpeg,-0.04716982,1.0
1778,1778,learning_images//1778.jpeg,-0.04716982,1.0
1779,1779,learning_images//1779.jpeg,-0.04716982,1.0
1780,1780,learning_images//1780.jpeg,-0.04716982,1.0
1781,1781,learning_images//1781.jpeg,-0.04716982,1.0
1782,1782,learning_images//1782.jpeg,-0.04716982,1.0
1783,1783,learning_images//1783.jpeg,-0.04716982,1.0
1784,1784,learning_images//1784.jpeg,-0.04716982,1.0
1785,1785,learning_images//1785.jpeg,-0.04716982,1.0
1786,1786,learning_images//1786.jpeg,-0.04716982,1.0
1787,1787,learning_images//1787.jpeg,-0.04716982,1.0
1788,1788,learning_images//1788.jpeg,-0.04716982,1.0
1789,1789,learning_images//1789.jpeg,-0.04716982,1.0
1790,1790,learning_images//1790.jpeg,-0.04716982,1.0
1791,1791,learning_images//1791.jpeg,-0.04716982,1.0
1792,1792,learning_images//1792.jpeg,-0.08490566,1.0
1793,1793,learning_images//1793.jpeg,-0.1132075,1.0
1794,1794,learning_images//1794.jpeg,-0.1132075,1.0
1795,1795,learning_images//1795.jpeg,-0.1132075,1.0
1796,1796,learning_images//1796.jpeg,-0.1132075,1.0
1797,1797,learning_images//1797.jpeg,-0.1132075,1.0
1798,1798,learning_images//1798.jpeg,-0.09433963,1.0
1799,1799,learning_images//1799.jpeg,-0.06603774,1.0
1800,1800,learning_images//1800.jpeg,-0.05660377,1.0
1801,1801,learning_images//1801.jpeg,-0.01886792,1.0
1802,1802,learning_images//1802.jpeg,-0.01886792,1.0
1803,1803,learning_images//1803.jpeg,-0.01886792,1.0
1804,1804,learning_images//1804.jpeg,-0.01886792,1.0
1805,1805,learning_images//1805.jpeg,-0.04716982,1.0
1806,1806,learning_images//1806.jpeg,-0.09433963,1.0
1807,1807,learning_images//1807.jpeg,-0.09433963,1.0
1808,1808,learning_images//1808.jpeg,-0.09433963,1.0
1809,1809,learning_images//1809.jpeg,-0.09433963,1.0
1810,1810,learning_images//1810.jpeg,-0.08490566,1.0
1811,1811,learning_images//1811.jpeg,-0.05660377,1.0
1812,1812,learning_images//1812.jpeg,-0.04716982,1.0
1813,1813,learning_images//1813.jpeg,-0.04716982,1.0
1814,1814,learning_images//1814.jpeg,-0.04716982,1.0
1815,1815,learning_images//1815.jpeg,-0.04716982,1.0
1816,1816,learning_images//1816.jpeg,-0.04716982,1.0
1817,1817,learning_images//1817.jpeg,-0.05660377,1.0
1818,1818,learning_images//1818.jpeg,-0.05660377,1.0
1819,1819,learning_images//1819.jpeg,-0.09433963,1.0
1820,1820,learning_images//1820.jpeg,-0.09433963,1.0
1821,1821,learning_images//1821.jpeg,-0.09433963,1.0
1822,1822,learning_images//1822.jpeg,-0.09433963,1.0
1823,1823,learning_images//1823.jpeg,-0.09433963,1.0
1824,1824,learning_images//1824.jpeg,-0.09433963,1.0
1825,1825,learning_images//1825.jpeg,-0.09433963,1.0
1826,1826,learning_images//1826.jpeg,-0.09433963,1.0
1827,1827,learning_images//1827.jpeg,-0.09433963,1.0
1828,1828,learning_images//1828.jpeg,-0.09433963,1.0
1829,1829,learning_images//1829.jpeg,-0.09433963,1.0
1830,1830,learning_images//1830.jpeg,-0.09433963,1.0
1831,1831,learning_images//1831.jpeg,-0.09433963,1.0
1832,1832,learning_images//1832.jpeg,-0.09433963,1.0
1833,1833,learning_images//1833.jpeg,-0.09433963,1.0
1834,1834,learning_images//1834.jpeg,-0.09433963,1.0
1835,1835,learning_images//1835.jpeg,-0.09433963,1.0
1836,1836,learning_images//1836.jpeg,-0.09433963,1.0
1837,1837,learning_images//1837.jpeg,-0.09433963,1.0
1838,1838,learning_images//1838.jpeg,-0.09433963,1.0
1839,1839,learning_images//1839.jpeg,-0.09433963,1.0
1840,1840,learning_images//1840.jpeg,-0.09433963,1.0
1841,1841,learning_images//1841.jpeg,-0.05660377,1.0
1842,1842,learning_images//1842.jpeg,-0.05660377,1.0
1843,1843,learning_images//1843.jpeg,-0.05660377,1.0
1844,1844,learning_images//1844.jpeg,-0.05660377,1.0
1845,1845,learning_images//1845.jpeg,-0.1037736,1.0
1846,1846,learning_images//1846.jpeg,-0.1037736,1.0
1847,1847,learning_images//1847.jpeg,-0.1037736,1.0
1848,1848,learning_images//1848.jpeg,-0.1226415,1.0
1849,1849,learning_images//1849.jpeg,-0.1226415,1.0
1850,1850,learning_images//1850.jpeg,-0.1226415,1.0
1851,1851,learning_images//1851.jpeg,-0.1415094,1.0
1852,1852,learning_images//1852.jpeg,-0.1509434,1.0
1853,1853,learning_images//1853.jpeg,-0.1509434,1.0
1854,1854,learning_images//1854.jpeg,-0.1509434,1.0
1855,1855,learning_images//1855.jpeg,-0.1509434,1.0
1856,1856,learning_images//1856.jpeg,-0.1226415,1.0
1857,1857,learning_images//1857.jpeg,-0.1037736,1.0
1858,1858,learning_images//1858.jpeg,-0.08490566,1.0
1859,1859,learning_images//1859.jpeg,-0.08490566,1.0
1860,1860,learning_images//1860.jpeg,-0.08490566,1.0
1861,1861,learning_images//1861.jpeg,-0.08490566,1.0
1862,1862,learning_images//1862.jpeg,-0.08490566,1.0
1863,1863,learning_images//1863.jpeg,-0.08490566,1.0
1864,1864,learning_images//1864.jpeg,-0.1037736,1.0
1865,1865,learning_images//1865.jpeg,-0.1132075,1.0
1866,1866,learning_images//1866.jpeg,-0.1132075,1.0
1867,1867,learning_images//1867.jpeg,-0.1132075,1.0
1868,1868,learning_images//1868.jpeg,-0.1132075,1.0
1869,1869,learning_images//1869.jpeg,-0.1132075,1.0
1870,1870,learning_images//1870.jpeg,-0.1037736,1.0
1871,1871,learning_images//1871.jpeg,-0.09433963,1.0
1872,1872,learning_images//1872.jpeg,-0.08490566,1.0
1873,1873,learning_images//1873.jpeg,-0.04716982,1.0
1874,1874,learning_images//1874.jpeg,0.0,1.0
1875,1875,learning_images//1875.jpeg,0.0,1.0
1876,1876,learning_images//1876.jpeg,0.0,1.0
1877,1877,learning_images//1877.jpeg,0.0,1.0
1878,1878,learning_images//1878.jpeg,0.0,1.0
1879,1879,learning_images//1879.jpeg,0.0,1.0
1880,1880,learning_images//1880.jpeg,-0.03773585,1.0
1881,1881,learning_images//1881.jpeg,-0.05660377,1.0
1882,1882,learning_images//1882.jpeg,-0.05660377,1.0
1883,1883,learning_images//1883.jpeg,-0.05660377,1.0
1884,1884,learning_images//1884.jpeg,-0.05660377,1.0
1885,1885,learning_images//1885.jpeg,-0.05660377,1.0
1886,1886,learning_images//1886.jpeg,-0.05660377,1.0
1887,1887,learning_images//1887.jpeg,-0.05660377,1.0
1888,1888,learning_images//1888.jpeg,-0.05660377,1.0
1889,1889,learning_images//1889.jpeg,-0.05660377,1.0
1890,1890,learning_images//1890.jpeg,-0.06603774,1.0
1891,1891,learning_images//1891.jpeg,-0.1132075,1.0
1892,1892,learning_images//1892.jpeg,-0.1603774,1.0
1893,1893,learning_images//1893.jpeg,-0.1603774,1.0
1894,1894,learning_images//1894.jpeg,-0.1603774,1.0
1895,1895,learning_images//1895.jpeg,-0.1603774,1.0
1896,1896,learning_images//1896.jpeg,-0.1509434,1.0
1897,1897,learning_images//1897.jpeg,-0.1132075,1.0
1898,1898,learning_images//1898.jpeg,-0.08490566,1.0
1899,1899,learning_images//1899.jpeg,-0.03773585,1.0
